choke_size,upstream_pressure,downstream_pressure,glr,fluid_density,temperature,viscosity,flow_rate
27.736137430953477,2860.830589370729,446.5622877451725,1592.0598667730792,32.35477273400719,143.42045330088044,1.1023189044281607,273.25066764740086
30.566476806910075,2026.8712373857738,326.7095386108733,1424.5685659355581,51.59361787404854,233.52345438600915,3.3376585627716784,53.86808878723146
8.926078975397566,2289.6250388170274,420.06358121559373,773.8745705595899,40.427397130725005,125.94542869046127,0.5966625245980414,10.0
53.62835209161018,2404.9243614928837,295.82559715562775,1786.0742005410307,59.845494211853776,238.4309761731836,7.108463581328735,398.56317400736776
28.114830533794166,1157.0356863823542,148.29721024490618,1954.0805905871437,39.07195559486933,178.41785995771258,6.392879355412108,143.24983420677177
40.503417283688236,613.0740773005373,294.08455790523885,1159.9223133473713,37.162153360877994,207.33544532096084,6.627331489504847,115.87318470293607
12.141938487173533,504.68185979792145,217.00024869946463,1174.8830315541554,47.03671644916216,116.53667300208498,4.056636454788878,32.19654475380409
17.799822410032704,1376.6232073850465,363.87456621669253,665.2756597161779,55.05378490029612,140.35503231638663,2.478544302041906,106.25737625198707
57.82284861834336,1103.6605704980402,264.1072062806311,1210.561468368297,35.77556615459394,243.77779122721395,7.343042026217317,354.514105713002
42.08650156143685,655.7943126229641,426.25076221745945,935.3204089972085,51.282083091579935,139.9224920394597,8.205619791036604,32.75393968954796
61.21590680954719,948.8207312341669,355.1326305448625,674.1629511632985,31.842197494233652,144.4782580586719,1.8167142319329168,284.607258253644
63.93000192591375,811.2472456698695,358.04499486409577,227.6518733954125,57.56804229331492,129.63960772616193,5.124879565405503,97.38604565637486
28.824166458653284,2787.195951543426,147.71990007097924,580.1449334473373,32.432247484418966,119.36104979602443,2.862798978799194,262.61991895438877
24.73297158866338,850.6680336479224,492.91239492108065,475.9238343875624,57.426941290324876,134.9886462180997,2.0970151814582705,10.0
56.06793908890942,1844.121159969198,428.7538441721699,1129.8797706525029,44.724217483581086,196.34903379261976,7.476090478202491,221.31859299396243
63.92223991409743,1982.7648877804115,405.0521980523126,1243.1730413508283,43.442733383877595,168.30516002553452,5.6119208869919515,306.86590034077415
43.259909117017614,1858.7236442715844,198.59685132201236,1256.2862761814313,59.19921238501129,183.0633754506848,2.5537606575973437,242.07530341609205
52.52788046064525,747.6410855399699,291.03424378125436,837.5439019867903,59.71152533094657,118.35472431490365,3.4450001065096783,49.401657549440145
51.77776809365537,1296.995904376378,111.6964346334479,900.3364940024424,49.50534377883036,220.317467074435,9.683209877613553,151.2133490807646
27.89902366029463,628.1758311578832,292.3141894982177,1685.053016317216,33.813578755711454,217.6142050869772,8.562455864731287,10.0
40.15914129439688,1489.17478524079,115.65016091747927,1004.8423456826085,45.185102569656074,103.2384866714013,8.85949405729472,109.60782041162575
54.651188710795964,971.4973281789801,298.86702979532055,1976.7693310605325,45.874893028669874,157.52726417654574,4.870114922266726,284.3889354899279
46.53437707061911,1904.0813332109494,341.92484606970754,935.2727370168433,45.43339284405929,110.31559029567217,6.426169007248313,114.09613941782753
9.185173582994143,2232.0209846227513,225.58818526245605,1334.203794773894,47.08475515560029,218.8158669122437,4.079293531941911,10.0
26.855517458261875,1830.2996505117662,274.34519524908194,195.68969808745203,30.56174141383172,210.59045246885566,1.2382637690444602,119.02029827992489
16.0906390092979,1585.5917415284894,444.0440244535637,1341.3458563957406,51.33681844411507,235.2982141439734,4.310158451239435,35.06260044347696
21.04644387637019,1468.3335521417312,98.85341511626422,1717.7101493885116,51.37182905858964,135.4605938429672,6.142817155467875,32.55555262422252
58.70741073951424,2604.229420242509,406.2798018498438,1890.6698932132629,33.464093255336635,168.44438246916985,3.2278705722972485,716.0393059824262
10.066024179003016,1048.4201626631752,126.83954794828838,1994.909162115564,47.10718327337402,127.67318157465967,8.55553045991045,67.62186101357085
20.30883986986773,2335.545848822172,66.51859226208278,636.1394267335429,47.050835473073235,155.68524017111793,1.935451512158687,17.748849303913417
25.335883725340963,2393.7058118502973,133.50857123527152,1193.203123168862,50.473512605712,178.33648773503262,3.987726349650739,63.70939251718876
42.545508030118114,1548.0000181768362,394.26943548672034,956.36417251108,32.561930764052434,107.99961847578834,1.6865871005799278,265.10204043819374
37.90969464480847,1243.2514980640983,232.30673300158702,1171.2532130928248,48.795099217982894,207.2305616016078,4.345905272859641,52.56507160839355
20.223091039789622,1676.353715114938,442.6342325807819,399.1606186607086,38.42255852239023,181.49400405566126,0.8767823972555693,10.0
17.197499764496648,733.0348147317462,286.1183935320196,1726.6841879322888,45.21008971488516,224.343852581601,3.0892192530856315,36.80618679683374
21.260689937382654,614.8250805727249,60.01265836684893,1828.1809923547164,53.1997065811223,140.7670751786796,4.306984923579995,52.39289486807509
36.14165909529271,779.0079986297294,372.52112432086705,954.3571599145529,51.169378090890405,235.49816579038816,5.04257095112857,28.044373113207214
23.185955999827392,967.8625786555654,99.60480892455472,632.816736989796,33.567090530339804,249.8041379545665,5.6651154055138475,12.327390514379733
61.06574009003244,1760.4420508451076,405.220835057866,367.5835125407234,47.73554361348219,237.89476575665117,3.1124157330042297,316.98634933400473
33.97645240001546,2622.841590402805,125.646147412331,1399.1531670778284,59.07349592822216,216.68387137497314,5.4688926788412875,95.27038122691042
11.292576926499676,1089.1058299992173,205.45087361248105,693.2404952793969,34.70308312005007,221.85532043106713,5.335543904839568,44.321056585586824
48.83891872685147,2837.9050268669453,392.5721433314121,1828.1232828354384,55.58721263176245,186.06163638168795,3.50369148332398,321.9181561513496
26.41533613970342,2887.2697723375086,479.40411086438974,1374.923702205253,51.076442416613304,128.52307943689158,8.386903141236544,41.358342088507584
44.59538019526186,2897.261512113013,217.14527779102954,1326.8021178310573,53.22009938729279,201.5561027721576,5.683590702638869,196.0720878671432
23.65728474930099,2593.9068366908095,423.2300990895211,1162.8640202066576,38.458749814279365,206.91295030898974,3.6565623280921775,13.58562539863047
39.96164953706591,1409.5626019943015,135.85651946412742,186.97504491457866,38.636667881395276,247.80777104018586,9.499715864767376,131.91101878763612
51.24054026921802,681.7097775065577,413.230896591121,1870.6526278026151,57.18058367329465,181.19519743844828,8.52856792417603,61.62257853432151
59.96848953937502,1922.0468294162372,345.872326665313,1293.081237268974,40.794960962776756,140.70535225375846,9.834584209742108,249.75860705456498
22.623120088252314,1896.7036098430845,136.73457824556579,1988.7177684279097,31.890461720784316,202.55087826092603,7.076221809131497,10.0
26.751989255942945,2624.9394177739887,186.1267821581352,1120.9771690684854,48.0179011073835,246.9063729499682,4.093117602307445,69.61778513564249
33.99891953601262,2989.977627365263,109.2968998686662,1449.210694621805,33.744530071255284,126.5820862403641,3.168176333450617,238.79341606362806
59.921790913215375,1770.393266400369,222.33515497894098,206.79815994582214,53.897887242237246,148.8996877803404,6.80151951490757,300.86941545061774
58.4776639813968,1363.0100775994606,141.64188850547484,1300.2987359644806,49.25239327503172,181.28214306590218,9.817757533705384,109.64276693928993
13.03318368563573,964.7542788906675,339.79907913371306,1552.8342620216788,56.24179515663624,125.53219523230072,6.453793260986563,10.0
