gas_injection_rate,wellhead_pressure,reservoir_pressure,water_cut,gor,tubing_diameter,well_depth,oil_production
2.1854305348131313,463.35724959535264,3018.1089826266943,56.933432265606925,1366.8625173400796,4.5,14214.577362165304,429.00385378971407
4.7782143788446225,435.4273143408117,3390.044191574117,48.80224624545396,510.2954517892992,4.5,14785.0596693269,10.0
3.793972738151323,117.94944606450498,1751.403696377497,27.3775299661553,1770.3102140386668,2.875,5106.701270061628,388.17789646691904
3.1939631788866647,338.87347933830944,2874.6222988209965,0.6141139900225023,1303.6092303246346,2.375,11227.412763774775,450.1008626013684
1.2020838819909643,366.13693315009994,2715.2379494312463,47.142726080577326,482.96699040251764,2.375,9128.393977589065,376.9964187980548
1.201975341512912,379.17594662783034,3498.491130364813,27.134468913413095,1932.2085034661723,2.375,13598.544903351218,502.3913500723584
0.7613762547568976,506.1206584591326,3718.2611814437814,69.78778856750083,1133.0578340035772,2.375,7518.147020091317,459.30259087292194
4.3977926559872085,473.5217827088149,1036.4703144321604,2.2748952006959318,331.217213368979,2.875,14810.294891150761,10.0
3.20501755284444,525.5335649554113,3022.0597571763783,55.558642074050134,1328.299227947121,2.875,11137.079695437473,343.1270708281604
3.6863266000822046,635.4182830794898,1155.507397359187,89.44005256307621,655.7580326230584,2.875,12935.37402228831,10.0
0.592630224331111,669.0900171012654,2646.5759952320677,16.568880375592453,1646.6482133791444,2.875,5855.995528227683,558.1460115548384
4.864594334728975,602.6861533585461,1862.8981871310348,44.80670162130656,1672.079732419143,2.375,6834.57884758865,10.0
4.2459918836018975,768.8665871684543,1920.3297985664235,8.685089222628125,1962.1052405383914,4.5,12584.036730342032,102.02080630752741
1.4555259980522428,112.76280787345314,2058.8755103570697,59.4397816648285,1103.3651558441065,3.5,5219.865220393236,526.5631689201143
1.318212352431953,237.04458997848226,2863.8773471488303,52.30050965664143,1018.9223835099268,2.875,13168.779858937829,423.71880364287415
1.325320294340452,105.29401248469948,2002.1498970063076,38.69972480021907,1556.2560898036652,4.5,5139.490186919114,490.96132585697217
1.8690900933179198,553.2322999082221,3198.0971517708413,49.53081704000542,438.4471814154678,2.875,11571.188390612733,428.22190850693636
2.86140394234507,728.6213842649909,2213.582156721609,85.17459255455597,1184.4479248276234,2.375,8650.939202318059,317.8666815717612
2.4437525838895207,270.4376076034095,1205.0596009298758,18.64795871955137,1183.2456802355318,2.375,11114.948527191991,301.8320052766139
1.8105311308911887,748.9241813574147,3351.279527452322,2.143628612007987,361.051621058697,4.5,11960.314069891137,570.5083498603916
3.2533380262507077,142.1871732026926,1857.274973778118,81.85816404641459,952.3713539124444,4.5,8424.752191863041,368.5146214906332
1.1277223729341883,754.10521876386,2298.300638797788,54.82612282685112,1735.9126374209636,4.5,6079.624481108355,395.32133505944626
1.8146509184084816,346.1358810677441,3056.3316496657044,84.61255326887503,1741.0765195903884,2.375,5696.458677482657,417.1495215615649
2.148628294821613,170.99457991445155,1997.368471446136,56.70979622425139,378.6277968554258,2.375,10889.360225625478,249.45283167996058
2.552314928976662,440.110231430428,1169.756968440147,76.96530354617174,363.2975889460955,3.5,10206.553537341115,141.95766153664292
4.033291826268561,279.74359740435557,2121.763141038441,40.81896951873905,672.8518586034836,4.5,12422.010091211325,167.1512413610623
1.3985320197126188,299.41103137334596,3833.34574808291,71.23669347238554,1774.5789125971883,3.5,10097.35510003937,622.9903806486765
2.814054972861252,315.10297544840057,2925.2031918956745,86.73893935453631,432.0246531322981,2.875,9224.457900308791,343.6229818128334
3.165865559879191,662.1181284828644,3014.4374460016206,54.351681553609595,1495.9942447294034,3.5,8980.871782362308,387.84152113274274
0.7090268572399898,477.41289367267814,2896.8464609129196,17.174589303426057,382.0981153035858,2.875,5264.469025976675,489.86108431937663
3.2339518335564725,317.9153894092026,1596.9764168783104,25.535773427868826,1321.6481367460856,2.875,8355.572016966571,319.7884694326951
1.2673585565928118,527.2336483176429,2255.0015923068404,18.87123480525355,840.9211384144606,3.5,14760.201575244942,333.29869764062613
0.7927321684337578,601.3054719562355,3252.819395089955,23.451417621594626,1620.0451333385606,4.5,13735.555762270887,678.4558008709532
4.7699849176399995,290.83680051347363,1304.1186926594773,29.109467688348456,620.6428078856545,2.875,8293.780670342177,10.0
4.845344148835517,389.48437106774605,1833.5583282691368,52.737709741552905,1350.5632929019278,4.5,10877.954050663722,10.0
4.137788066524076,185.32026533586327,1828.957325397561,55.859204799064116,624.2285622365929,2.375,13472.96745535494,21.62315074404634
1.870761961280168,226.8045446742762,2296.056782783518,40.51747598797681,1484.588509601877,2.875,9412.743367500687,515.8619043108994
0.9395245130287274,576.782497775488,3941.106222826555,58.46497408297937,1772.6204622093478,2.375,5179.57863750151,543.2698110052568
3.579048619304706,227.00684338693887,1202.5076400514658,7.7496179330797625,428.24323842816807,3.5,5745.1046181864,203.97641796916153
2.480686221828206,467.6143685669421,2556.102983141785,8.339882520525197,1759.8722394719064,4.5,10103.927213487066,607.291127010795
1.0491720568015048,596.3323832057029,1538.0940460366314,16.323798733977554,1268.4354579457363,3.5,14694.393756758784,333.0475453874929
2.728296095500716,174.81384616632067,3912.0296362292324,49.21736231383275,428.79888356064316,2.875,11932.095422188679,410.81508132603767
0.6547483450184828,497.11855374023247,1339.9105141823925,20.32949447633979,969.5753396474817,2.375,5709.161914385695,346.2187960796223
4.59194180935452,279.5939485909546,2210.8030070847735,26.912018331794847,489.5485282731762,2.875,6893.608757918628,92.97539374939821
1.6645099172000761,774.0488126663058,3213.6549545038188,38.02971943643443,1460.626199959825,3.5,12713.2314321685,539.6967786409035
3.481350279592919,438.4819527039473,3113.663284082336,77.12728178098608,1565.9626419523095,4.5,13414.397599562448,370.44926008656705
1.9026998424023494,664.1947848426107,2268.1859106817965,1.3169029117217113,390.43373649103813,4.5,11176.94586188591,484.3249227756123
2.8403060953001487,485.15857950938323,2039.5725038581547,61.69098792247913,1111.05173485036,2.875,11444.231696298166,295.95357433195386
2.9601962570447586,130.3887729983734,2192.8371356586117,63.54327044886511,1666.325100846651,2.875,5283.374503833847,453.0485926888728
1.3318450498648717,543.2059629158157,1792.8287894759178,75.87229913388047,1885.0934747917936,2.375,13285.302595815085,234.49243544470136
4.863130824940513,765.9823395446599,1615.9988161203994,88.61152921072976,1124.332160135186,3.5,12882.752081708295,10.0
3.9880977051250155,521.1282741024318,2449.11909267667,1.9130956501825336,1910.5026025005327,2.875,7590.351441033472,350.1387298117916
4.727745237038851,673.4322015987532,1805.601268202822,14.609452023755537,1164.2401468208536,2.375,12086.76719965507,10.0
4.526723076924419,718.9445243438854,1862.3849946917503,84.18627293531934,909.5428902798343,2.875,7148.546064249981,11.995125845443084
3.1905499046498833,259.65584036425275,2970.2681904236715,43.55926340776646,1726.7656313952118,4.5,5403.30161051513,457.60182408497343
4.6484340576040255,248.43138793575866,3905.6119950996767,53.63611069867903,1087.3688788245604,2.375,7011.365425903773,85.77557854215527
0.8982162592336378,527.6866921956941,2810.9116016781254,62.987584353699,1049.4245190161414,2.375,6786.288767542995,470.6637192510588
1.3819228808861534,387.7199288646933,1230.938401194899,64.51132742708555,1082.562480937691,2.875,8377.479967348472,270.46726621045275
0.7035228000974213,687.9029120067042,1226.750841562201,88.51533831506828,1724.2130033655417,3.5,9184.49497175458,38.41149674606488
1.9639864884346896,730.0161863786078,3854.269662536698,94.71019465410862,1697.4947750384938,4.5,10085.38891497708,535.934406042251
2.249047803602669,347.3949655119027,1891.8723709220008,68.41495878843932,926.3359863923802,3.5,9767.538755083282,416.0608048572201
1.7210706429825315,265.8093912821374,1276.2009582474263,27.28601487448933,799.9397477669451,2.375,7706.746059652894,329.8514668633955
4.229318791183682,646.3678606707033,2797.133761451145,83.57647821796265,1085.4704432704327,3.5,5291.706685740744,267.7938414791869
2.105389970121152,292.3642248836953,2870.9463348707986,4.675986881372353,1230.9905175267963,2.375,11051.016222371507,459.5335704465259
1.7642052935932133,675.8300229595749,2945.514460356065,21.95268102307714,629.0069791303945,3.5,8957.448298473544,551.549172929482
2.942132374212118,396.616777554134,1802.2060835726238,85.25164315905292,1629.119152488063,2.875,7986.721573875497,328.51780991582734
1.1341590123864318,567.2849295040294,1045.3320526434252,24.33819387173872,1075.668978318361,3.5,13669.410428305124,208.6197183440654
4.109886413393179,166.87471968426775,3895.0461083634154,20.961850664066105,801.2819871559273,2.375,12467.433077981597,252.7324770120148
0.8354778965589686,536.7015272736012,1752.6791370733076,13.121902848323488,392.2777873351831,4.5,13577.655483724422,336.0938536468856
4.940991214702327,416.2373751160604,3028.078864157643,81.61561697645706,629.9212887264925,4.5,9949.82794712461,10.0
3.9751014618349583,510.6259242228319,3119.8896096361286,47.50553462315324,1908.7061091607707,4.5,6309.312521267775,415.27985338055356
1.3942205669037757,217.6099454214044,2830.022251238457,64.1148542901447,749.1794362751479,2.375,11962.214361212724,428.2279858795832
0.5248495270562108,615.8116214609274,1938.7221826409445,22.711306487127818,503.94672086066356,3.5,7060.737799371753,391.31636270925134
4.169576428046754,703.95795428026,1813.2887612921973,72.01383999606557,1029.2110249789878,4.5,9412.296690917168,10.0
3.680858047314277,251.71786006354296,2793.0048481081094,72.20052677139935,752.7579380484476,4.5,5650.007889488885,314.5663028324455
